Date,Product_ID,Product_Name,Category,Region,Units_Sold,Units_Ordered,Inventory_Level,Price,Discount,Competitor_Pricing,Holiday/Promotion,Weather_Condition,Seasonality
11/10/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,North,79,143,221,949.44,0.3096,807.94,0,Cloudy,Autumn
11/10/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,South,111,111,190,949.44,0.24546,1087.65,0,Cloudy,Autumn
11/10/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,West,85,140,181,949.44,0.36675,1003.31,0,Cloudy,Autumn
11/10/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,East,62,74,119,949.44,0.23165,940.63,0,Cloudy,Autumn
11/10/2022,941067,Thalapath Small,Seafood,North,17,18,36,2343.43,0.24696,1995.9,0,Cloudy,Autumn
11/10/2022,941067,Thalapath Small,Seafood,South,14,21,70,2343.43,0.23259,2422.59,0,Cloudy,Autumn
11/10/2022,941067,Thalapath Small,Seafood,West,5,5,42,2343.43,0.27014,2351.18,0,Cloudy,Autumn
11/10/2022,941067,Thalapath Small,Seafood,East,14,14,21,2343.43,0.1505,2602.55,0,Sunny,Autumn
11/11/2022,916002,Ambarella,Fruits,North,28,28,22,574.16,0.15939,609.38,0,Snowy,Autumn
11/11/2022,916002,Ambarella,Fruits,South,18,18,55,574.16,0.31128,520.04,0,Snowy,Autumn
11/11/2022,916002,Ambarella,Fruits,West,52,52,115,574.16,0.25562,497.45,0,Cloudy,Autumn
11/11/2022,916002,Ambarella,Fruits,East,23,23,48,574.16,0.24689,624.48,0,Snowy,Autumn
11/11/2022,914000,Ash Plantains,Vegetables/Herbs,North,85,85,132,166.13,0.17464,154.39,0,Snowy,Autumn
11/11/2022,914000,Ash Plantains,Vegetables/Herbs,South,126,126,95,166.13,0.39373,189.42,0,Sunny,Autumn
11/11/2022,914000,Ash Plantains,Vegetables/Herbs,West,76,144,256,166.13,0.20142,164.97,0,Snowy,Autumn
11/11/2022,914000,Ash Plantains,Vegetables/Herbs,East,76,76,144,166.13,0.19724,163.28,0,Snowy,Autumn
11/11/2022,915001,Baby Potatoes,Vegetables/Herbs,North,1,1,45,710.55,0.33447,712.84,0,Snowy,Autumn
11/11/2022,915001,Baby Potatoes,Vegetables/Herbs,South,41,41,62,710.55,0.21683,736.06,0,Snowy,Autumn
11/11/2022,915001,Baby Potatoes,Vegetables/Herbs,West,22,22,58,710.55,0.27813,713.6,0,Cloudy,Autumn
11/11/2022,915001,Baby Potatoes,Vegetables/Herbs,East,8,8,31,710.55,0.27256,812.17,0,Snowy,Autumn
11/11/2022,912113,Basil Leaves 50g,Vegetables/Herbs,North,40,40,48,101.23,0.19222,96.96,0,Snowy,Autumn
11/11/2022,912113,Basil Leaves 50g,Vegetables/Herbs,South,46,48,14,101.23,0.25149,109.46,0,Rainy,Autumn
11/11/2022,912113,Basil Leaves 50g,Vegetables/Herbs,West,19,26,43,101.23,0.33914,93.12,0,Cloudy,Autumn
11/11/2022,912113,Basil Leaves 50g,Vegetables/Herbs,East,38,38,31,101.23,0.2467,86.12,0,Snowy,Autumn
11/11/2022,914004,Batana,Vegetables/Herbs,North,82,82,251,403.55,0.33468,456.19,0,Snowy,Autumn
11/11/2022,914004,Batana,Vegetables/Herbs,South,20,30,49,403.55,0.33547,359.85,0,Snowy,Autumn
11/11/2022,914004,Batana,Vegetables/Herbs,West,47,47,88,403.55,0.25976,453.54,0,Rainy,Autumn
11/11/2022,914004,Batana,Vegetables/Herbs,East,63,63,168,403.55,0.3764,410.66,0,Cloudy,Autumn
11/11/2022,915002,Beetroot,Vegetables/Herbs,North,63,63,84,296.13,0.1697,291.2,0,Snowy,Autumn
11/11/2022,915002,Beetroot,Vegetables/Herbs,South,97,170,148,296.13,0.24103,336.24,0,Snowy,Autumn
11/11/2022,915002,Beetroot,Vegetables/Herbs,West,123,128,314,296.13,0.35199,284.91,0,Snowy,Autumn
11/11/2022,915002,Beetroot,Vegetables/Herbs,East,133,170,187,296.13,0.28632,274.65,0,Snowy,Autumn
11/11/2022,913005,Bell Pepper Green,Vegetables/Herbs,North,54,104,244,659.14,0.3376,669.51,0,Snowy,Autumn
11/11/2022,913005,Bell Pepper Green,Vegetables/Herbs,South,48,91,119,659.14,0.27737,640.69,0,Snowy,Autumn
11/11/2022,913005,Bell Pepper Green,Vegetables/Herbs,West,72,109,152,659.14,0.32888,649.33,0,Snowy,Autumn
11/11/2022,913005,Bell Pepper Green,Vegetables/Herbs,East,77,77,183,659.14,0.23139,589.64,0,Cloudy,Autumn
11/11/2022,913006,Bell Pepper Red,Vegetables/Herbs,North,49,49,101,775.59,0.23315,856.99,0,Sunny,Autumn
11/11/2022,913006,Bell Pepper Red,Vegetables/Herbs,South,85,90,110,775.59,0.27875,786.22,0,Sunny,Autumn
11/11/2022,913006,Bell Pepper Red,Vegetables/Herbs,West,42,49,119,775.59,0.31986,827.21,0,Snowy,Autumn
11/11/2022,913006,Bell Pepper Red,Vegetables/Herbs,East,94,94,97,775.59,0.24993,672.01,0,Snowy,Autumn
11/11/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,North,86,156,246,935.29,0.15899,1036.69,0,Snowy,Autumn
11/11/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,South,52,52,81,935.29,0.34459,1050.1,0,Sunny,Autumn
11/11/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,West,71,118,202,935.29,0.17613,1070.33,0,Snowy,Autumn
11/11/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,East,87,87,234,935.29,0.19116,819.36,0,Sunny,Autumn
11/11/2022,941067,Thalapath Small,Seafood,North,2,2,14,2334.46,0.17618,2113.61,0,Snowy,Autumn
11/11/2022,941067,Thalapath Small,Seafood,South,24,32,63,2334.46,0.18615,2433.79,0,Rainy,Autumn
11/11/2022,941067,Thalapath Small,Seafood,West,27,32,35,2334.46,0.17865,2591.79,0,Snowy,Autumn
11/11/2022,941067,Thalapath Small,Seafood,East,1,1,28,2334.46,0.1519,2283.88,0,Snowy,Autumn
11/12/2022,916002,Ambarella,Fruits,North,5,5,19,574.47,0.158,627.97,0,Snowy,Autumn
11/12/2022,916002,Ambarella,Fruits,South,80,80,81,574.47,0.33609,651.73,0,Cloudy,Autumn
11/12/2022,916002,Ambarella,Fruits,West,67,131,68,574.47,0.2725,621.18,0,Sunny,Autumn
11/12/2022,916002,Ambarella,Fruits,East,55,61,29,574.47,0.265,641.51,0,Cloudy,Autumn
11/12/2022,914000,Ash Plantains,Vegetables/Herbs,North,122,167,180,167.01,0.19159,157.72,0,Sunny,Autumn
11/12/2022,914000,Ash Plantains,Vegetables/Herbs,South,94,147,118,167.01,0.30806,160.77,0,Sunny,Autumn
11/12/2022,914000,Ash Plantains,Vegetables/Herbs,West,175,240,229,167.01,0.25016,163.3,0,Snowy,Autumn
11/12/2022,914000,Ash Plantains,Vegetables/Herbs,East,90,90,260,167.01,0.21541,174.55,0,Sunny,Autumn
11/12/2022,915001,Baby Potatoes,Vegetables/Herbs,North,45,61,21,720.18,0.21885,739.5,0,Sunny,Autumn
11/12/2022,915001,Baby Potatoes,Vegetables/Herbs,South,83,121,42,720.18,0.29662,702.59,0,Sunny,Autumn
11/12/2022,915001,Baby Potatoes,Vegetables/Herbs,West,63,63,124,720.18,0.19481,686.5,0,Sunny,Autumn
11/12/2022,915001,Baby Potatoes,Vegetables/Herbs,East,110,110,256,720.18,0.2915,716.01,0,Sunny,Autumn
11/12/2022,912113,Basil Leaves 50g,Vegetables/Herbs,North,64,64,43,106.47,0.30632,94.36,0,Cloudy,Autumn
11/12/2022,912113,Basil Leaves 50g,Vegetables/Herbs,South,45,81,43,106.47,0.1518,106.28,0,Rainy,Autumn
11/12/2022,912113,Basil Leaves 50g,Vegetables/Herbs,West,30,30,93,106.47,0.26412,96.5,0,Sunny,Autumn
11/12/2022,912113,Basil Leaves 50g,Vegetables/Herbs,East,33,33,124,106.47,0.35693,92.03,0,Cloudy,Autumn
11/12/2022,914004,Batana,Vegetables/Herbs,North,88,101,62,391.97,0.35791,389.57,0,Sunny,Autumn
11/12/2022,914004,Batana,Vegetables/Herbs,South,74,103,193,391.97,0.16545,420.89,0,Sunny,Autumn
11/12/2022,914004,Batana,Vegetables/Herbs,West,48,61,56,391.97,0.31606,434.97,0,Rainy,Autumn
11/12/2022,914004,Batana,Vegetables/Herbs,East,18,24,84,391.97,0.17177,389.32,0,Sunny,Autumn
11/12/2022,915002,Beetroot,Vegetables/Herbs,North,72,72,145,289.56,0.26707,327.54,0,Snowy,Autumn
11/12/2022,915002,Beetroot,Vegetables/Herbs,South,175,175,185,289.56,0.35863,295.76,0,Sunny,Autumn
11/12/2022,915002,Beetroot,Vegetables/Herbs,West,294,488,444,289.56,0.3116,272.64,0,Sunny,Autumn
11/12/2022,915002,Beetroot,Vegetables/Herbs,East,116,116,237,289.56,0.39901,286.06,0,Sunny,Autumn
11/12/2022,913005,Bell Pepper Green,Vegetables/Herbs,North,66,112,108,634.25,0.33199,687.78,0,Sunny,Autumn
11/12/2022,913005,Bell Pepper Green,Vegetables/Herbs,South,32,49,59,634.25,0.22607,692.84,0,Cloudy,Autumn
11/12/2022,913005,Bell Pepper Green,Vegetables/Herbs,West,65,108,199,634.25,0.21304,658.09,0,Sunny,Autumn
11/12/2022,913005,Bell Pepper Green,Vegetables/Herbs,East,136,136,249,634.25,0.18448,605.98,0,Sunny,Autumn
11/12/2022,913006,Bell Pepper Red,Vegetables/Herbs,North,62,62,97,811.24,0.25044,840.92,0,Sunny,Autumn
11/12/2022,913006,Bell Pepper Red,Vegetables/Herbs,South,76,111,55,811.24,0.38136,797.13,0,Sunny,Autumn
11/12/2022,913006,Bell Pepper Red,Vegetables/Herbs,West,75,75,137,811.24,0.28238,788.26,0,Sunny,Autumn
11/12/2022,913006,Bell Pepper Red,Vegetables/Herbs,East,25,47,29,811.24,0.33235,711.56,0,Sunny,Autumn
11/12/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,North,72,140,124,913.35,0.37729,1024.7,0,Snowy,Autumn
11/12/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,South,115,115,206,913.35,0.33785,898.72,0,Cloudy,Autumn
11/12/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,West,47,93,85,913.35,0.39219,944.39,0,Snowy,Autumn
11/12/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,East,17,17,11,913.35,0.28303,1047.35,0,Sunny,Autumn
11/12/2022,941067,Thalapath Small,Seafood,North,2,2,55,2338.16,0.33825,2536.2,0,Sunny,Autumn
11/12/2022,941067,Thalapath Small,Seafood,South,5,5,59,2338.16,0.38719,2155.76,0,Sunny,Autumn
11/12/2022,941067,Thalapath Small,Seafood,West,58,58,57,2338.16,0.3336,2059.1,0,Cloudy,Autumn
11/12/2022,941067,Thalapath Small,Seafood,East,32,32,44,2338.16,0.3205,2568.64,0,Sunny,Autumn
11/13/2022,916002,Ambarella,Fruits,North,83,83,106,572.14,0.28517,558.04,0,Cloudy,Autumn
11/13/2022,916002,Ambarella,Fruits,South,40,40,79,572.14,0.36136,501.35,0,Rainy,Autumn
11/13/2022,916002,Ambarella,Fruits,West,85,85,52,572.14,0.34679,563.41,0,Sunny,Autumn
11/13/2022,916002,Ambarella,Fruits,East,18,33,34,572.14,0.35298,518.39,0,Rainy,Autumn
11/13/2022,914000,Ash Plantains,Vegetables/Herbs,North,148,256,327,166.01,0.30831,166.82,0,Sunny,Autumn
11/13/2022,914000,Ash Plantains,Vegetables/Herbs,South,33,33,23,166.01,0.37869,179.14,0,Snowy,Autumn
11/13/2022,914000,Ash Plantains,Vegetables/Herbs,West,148,148,328,166.01,0.24051,168.44,0,Cloudy,Autumn
11/13/2022,914000,Ash Plantains,Vegetables/Herbs,East,116,116,177,166.01,0.30616,183.75,0,Rainy,Autumn
11/13/2022,915001,Baby Potatoes,Vegetables/Herbs,North,101,101,247,746.24,0.20665,656.42,0,Rainy,Autumn
11/13/2022,915001,Baby Potatoes,Vegetables/Herbs,South,44,64,93,746.24,0.20987,667.71,0,Rainy,Autumn
11/13/2022,915001,Baby Potatoes,Vegetables/Herbs,West,39,54,24,746.24,0.32578,642.46,0,Cloudy,Autumn
11/13/2022,915001,Baby Potatoes,Vegetables/Herbs,East,104,162,68,746.24,0.27889,678.06,0,Rainy,Autumn
11/13/2022,912113,Basil Leaves 50g,Vegetables/Herbs,North,13,13,84,103.69,0.34013,111.78,0,Rainy,Autumn
11/13/2022,912113,Basil Leaves 50g,Vegetables/Herbs,South,46,49,107,103.69,0.37136,117.72,0,Rainy,Autumn
11/13/2022,912113,Basil Leaves 50g,Vegetables/Herbs,West,38,74,64,103.69,0.31361,117.78,0,Rainy,Autumn
11/13/2022,912113,Basil Leaves 50g,Vegetables/Herbs,East,45,65,95,103.69,0.19705,97.47,0,Sunny,Autumn
11/13/2022,914004,Batana,Vegetables/Herbs,North,31,31,112,401.31,0.38083,399.3,0,Cloudy,Autumn
11/13/2022,914004,Batana,Vegetables/Herbs,South,39,39,75,401.31,0.26046,428.7,0,Sunny,Autumn
11/13/2022,914004,Batana,Vegetables/Herbs,West,8,8,42,401.31,0.3517,346.44,0,Snowy,Autumn
11/13/2022,914004,Batana,Vegetables/Herbs,East,98,152,113,401.31,0.23274,383.94,0,Rainy,Autumn
11/13/2022,915002,Beetroot,Vegetables/Herbs,North,149,149,112,293.93,0.1723,311.34,0,Rainy,Autumn
11/13/2022,915002,Beetroot,Vegetables/Herbs,South,175,175,285,293.93,0.21057,308.55,0,Rainy,Autumn
11/13/2022,915002,Beetroot,Vegetables/Herbs,West,143,143,284,293.93,0.20607,288.35,0,Rainy,Autumn
11/13/2022,915002,Beetroot,Vegetables/Herbs,East,161,190,214,293.93,0.16825,301.17,0,Rainy,Autumn
11/13/2022,913005,Bell Pepper Green,Vegetables/Herbs,North,56,93,58,627.76,0.27382,721.0,0,Rainy,Autumn
11/13/2022,913005,Bell Pepper Green,Vegetables/Herbs,South,81,81,75,627.76,0.23776,606.66,0,Rainy,Autumn
11/13/2022,913005,Bell Pepper Green,Vegetables/Herbs,West,50,50,32,627.76,0.31746,618.41,0,Rainy,Autumn
11/13/2022,913005,Bell Pepper Green,Vegetables/Herbs,East,115,123,219,627.76,0.38599,577.04,0,Sunny,Autumn
11/13/2022,913006,Bell Pepper Red,Vegetables/Herbs,North,102,102,128,804.92,0.24249,875.59,0,Rainy,Autumn
11/13/2022,913006,Bell Pepper Red,Vegetables/Herbs,South,44,76,111,804.92,0.19073,787.04,0,Rainy,Autumn
11/13/2022,913006,Bell Pepper Red,Vegetables/Herbs,West,74,112,39,804.92,0.25745,924.53,0,Rainy,Autumn
11/13/2022,913006,Bell Pepper Red,Vegetables/Herbs,East,114,145,268,804.92,0.19617,890.23,0,Cloudy,Autumn
11/13/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,North,73,78,105,937.95,0.21679,954.64,0,Rainy,Autumn
11/13/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,South,106,117,149,937.95,0.30956,1023.36,0,Rainy,Autumn
11/13/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,West,39,39,71,937.95,0.35428,839.99,0,Rainy,Autumn
11/13/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,East,78,118,32,937.95,0.20662,828.46,0,Snowy,Autumn
11/13/2022,941067,Thalapath Small,Seafood,North,24,35,110,2393.68,0.3615,2226.49,0,Rainy,Autumn
11/13/2022,941067,Thalapath Small,Seafood,South,8,8,88,2393.68,0.21824,2699.97,0,Snowy,Autumn
11/13/2022,941067,Thalapath Small,Seafood,West,13,24,93,2393.68,0.24045,2578.01,0,Rainy,Autumn
11/13/2022,941067,Thalapath Small,Seafood,East,41,41,74,2393.68,0.23402,2583.58,0,Cloudy,Autumn
11/14/2022,916002,Ambarella,Fruits,North,28,54,168,580.71,0.36453,576.64,0,Snowy,Autumn
11/14/2022,916002,Ambarella,Fruits,South,59,59,54,580.71,0.22868,625.04,0,Snowy,Autumn
11/14/2022,916002,Ambarella,Fruits,West,75,75,128,580.71,0.19231,618.38,0,Snowy,Autumn
11/14/2022,916002,Ambarella,Fruits,East,13,19,85,580.71,0.20873,634.37,0,Snowy,Autumn
11/14/2022,914000,Ash Plantains,Vegetables/Herbs,North,97,188,271,169.24,0.30934,163.45,0,Snowy,Autumn
11/14/2022,914000,Ash Plantains,Vegetables/Herbs,South,39,53,41,169.24,0.28702,157.27,0,Snowy,Autumn
11/14/2022,914000,Ash Plantains,Vegetables/Herbs,West,68,68,187,169.24,0.25682,181.63,0,Snowy,Autumn
11/14/2022,914000,Ash Plantains,Vegetables/Herbs,East,94,94,191,169.24,0.21865,192.9,0,Snowy,Autumn
11/14/2022,915001,Baby Potatoes,Vegetables/Herbs,North,33,65,27,709.86,0.33717,713.56,0,Snowy,Autumn
11/14/2022,915001,Baby Potatoes,Vegetables/Herbs,South,73,73,116,709.86,0.34985,658.56,0,Sunny,Autumn
11/14/2022,915001,Baby Potatoes,Vegetables/Herbs,West,64,64,35,709.86,0.2192,733.58,0,Snowy,Autumn
11/14/2022,915001,Baby Potatoes,Vegetables/Herbs,East,10,11,36,709.86,0.18628,781.3,0,Snowy,Autumn
11/14/2022,912113,Basil Leaves 50g,Vegetables/Herbs,North,46,47,55,105.29,0.22876,99.11,0,Snowy,Autumn
11/14/2022,912113,Basil Leaves 50g,Vegetables/Herbs,South,32,33,45,105.29,0.22443,105.31,0,Snowy,Autumn
11/14/2022,912113,Basil Leaves 50g,Vegetables/Herbs,West,18,18,63,105.29,0.23287,118.75,0,Cloudy,Autumn
11/14/2022,912113,Basil Leaves 50g,Vegetables/Herbs,East,50,50,49,105.29,0.34364,110.13,0,Snowy,Autumn
11/14/2022,914004,Batana,Vegetables/Herbs,North,46,46,101,398.9,0.31173,355.41,0,Snowy,Autumn
11/14/2022,914004,Batana,Vegetables/Herbs,South,49,49,106,398.9,0.32016,342.18,0,Snowy,Autumn
11/14/2022,914004,Batana,Vegetables/Herbs,West,70,70,51,398.9,0.29714,429.2,0,Snowy,Autumn
11/14/2022,914004,Batana,Vegetables/Herbs,East,17,17,10,398.9,0.15971,342.68,0,Snowy,Autumn
11/14/2022,915002,Beetroot,Vegetables/Herbs,North,156,234,198,292.52,0.17363,318.76,0,Snowy,Autumn
11/14/2022,915002,Beetroot,Vegetables/Herbs,South,141,279,152,292.52,0.20181,272.74,0,Cloudy,Autumn
11/14/2022,915002,Beetroot,Vegetables/Herbs,West,239,355,568,292.52,0.19038,330.71,0,Sunny,Autumn
11/14/2022,915002,Beetroot,Vegetables/Herbs,East,65,116,29,292.52,0.29533,301.3,0,Snowy,Autumn
11/14/2022,913005,Bell Pepper Green,Vegetables/Herbs,North,6,11,80,627.31,0.34949,546.79,0,Rainy,Autumn
11/14/2022,913005,Bell Pepper Green,Vegetables/Herbs,South,53,63,12,627.31,0.28551,588.62,0,Snowy,Autumn
11/14/2022,913005,Bell Pepper Green,Vegetables/Herbs,West,21,21,38,627.31,0.19883,580.49,0,Rainy,Autumn
11/14/2022,913005,Bell Pepper Green,Vegetables/Herbs,East,63,63,103,627.31,0.31068,674.74,0,Cloudy,Autumn
11/14/2022,913006,Bell Pepper Red,Vegetables/Herbs,North,45,45,107,813.58,0.18452,926.68,0,Snowy,Autumn
11/14/2022,913006,Bell Pepper Red,Vegetables/Herbs,South,39,68,25,813.58,0.32289,721.54,0,Sunny,Autumn
11/14/2022,913006,Bell Pepper Red,Vegetables/Herbs,West,65,67,179,813.58,0.16946,831.58,0,Snowy,Autumn
11/14/2022,913006,Bell Pepper Red,Vegetables/Herbs,East,77,85,46,813.58,0.27376,808.38,0,Cloudy,Autumn
11/14/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,North,67,95,71,953.21,0.17203,812.18,0,Rainy,Autumn
11/14/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,South,25,46,84,953.21,0.3276,1029.94,0,Snowy,Autumn
11/14/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,West,33,57,81,953.21,0.23709,1011.18,0,Snowy,Autumn
11/14/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,East,127,127,137,953.21,0.20171,1066.1,0,Sunny,Autumn
11/14/2022,941067,Thalapath Small,Seafood,North,2,2,55,2409.06,0.38936,2120.79,0,Snowy,Autumn
11/14/2022,941067,Thalapath Small,Seafood,South,32,53,44,2409.06,0.37862,2532.67,0,Snowy,Autumn
11/14/2022,941067,Thalapath Small,Seafood,West,21,21,41,2409.06,0.24068,2081.49,0,Snowy,Autumn
11/14/2022,941067,Thalapath Small,Seafood,East,7,7,66,2409.06,0.15983,2080.57,0,Sunny,Autumn
11/15/2022,916002,Ambarella,Fruits,North,12,12,107,599.72,0.25106,547.8,0,Sunny,Autumn
11/15/2022,916002,Ambarella,Fruits,South,83,83,120,599.72,0.1759,528.36,0,Rainy,Autumn
11/15/2022,916002,Ambarella,Fruits,West,36,36,64,599.72,0.1848,626.67,0,Rainy,Autumn
11/15/2022,916002,Ambarella,Fruits,East,13,19,69,599.72,0.19885,603.5,0,Rainy,Autumn
11/15/2022,914000,Ash Plantains,Vegetables/Herbs,North,109,159,132,168.78,0.39139,171.29,0,Sunny,Autumn
11/15/2022,914000,Ash Plantains,Vegetables/Herbs,South,126,215,86,168.78,0.39213,189.14,0,Rainy,Autumn
11/15/2022,914000,Ash Plantains,Vegetables/Herbs,West,138,237,308,168.78,0.22464,144.36,0,Rainy,Autumn
11/15/2022,914000,Ash Plantains,Vegetables/Herbs,East,142,214,137,168.78,0.39399,159.07,0,Rainy,Autumn
11/15/2022,915001,Baby Potatoes,Vegetables/Herbs,North,72,102,116,727.15,0.18449,753.47,0,Rainy,Autumn
11/15/2022,915001,Baby Potatoes,Vegetables/Herbs,South,66,84,119,727.15,0.39744,833.91,0,Rainy,Autumn
11/15/2022,915001,Baby Potatoes,Vegetables/Herbs,West,55,55,121,727.15,0.18459,766.46,0,Snowy,Autumn
11/15/2022,915001,Baby Potatoes,Vegetables/Herbs,East,28,28,18,727.15,0.16788,739.46,0,Cloudy,Autumn
11/15/2022,912113,Basil Leaves 50g,Vegetables/Herbs,North,39,53,71,105.16,0.2007,102.93,0,Rainy,Autumn
11/15/2022,912113,Basil Leaves 50g,Vegetables/Herbs,South,61,101,203,105.16,0.17155,109.89,0,Rainy,Autumn
11/15/2022,912113,Basil Leaves 50g,Vegetables/Herbs,West,35,35,44,105.16,0.22865,98.06,0,Snowy,Autumn
11/15/2022,912113,Basil Leaves 50g,Vegetables/Herbs,East,12,12,39,105.16,0.20813,119.56,0,Rainy,Autumn
11/15/2022,914004,Batana,Vegetables/Herbs,North,39,70,162,388.11,0.21159,338.79,0,Rainy,Autumn
11/15/2022,914004,Batana,Vegetables/Herbs,South,94,94,130,388.11,0.23388,350.59,0,Rainy,Autumn
11/15/2022,914004,Batana,Vegetables/Herbs,West,38,38,95,388.11,0.23378,348.5,0,Rainy,Autumn
11/15/2022,914004,Batana,Vegetables/Herbs,East,56,107,17,388.11,0.3793,434.37,0,Rainy,Autumn
11/15/2022,915002,Beetroot,Vegetables/Herbs,North,98,98,106,287.57,0.17136,324.09,0,Rainy,Autumn
11/15/2022,915002,Beetroot,Vegetables/Herbs,South,344,344,680,287.57,0.32759,293.1,0,Rainy,Autumn
11/15/2022,915002,Beetroot,Vegetables/Herbs,West,45,52,56,287.57,0.38648,317.23,0,Rainy,Autumn
11/15/2022,915002,Beetroot,Vegetables/Herbs,East,82,82,193,287.57,0.38934,291.26,0,Snowy,Autumn
11/15/2022,913005,Bell Pepper Green,Vegetables/Herbs,North,115,115,212,633.74,0.16259,573.06,0,Rainy,Autumn
11/15/2022,913005,Bell Pepper Green,Vegetables/Herbs,South,79,91,131,633.74,0.25198,726.99,0,Cloudy,Autumn
11/15/2022,913005,Bell Pepper Green,Vegetables/Herbs,West,138,188,165,633.74,0.17688,613.47,0,Rainy,Autumn
11/15/2022,913005,Bell Pepper Green,Vegetables/Herbs,East,75,132,220,633.74,0.24999,625.22,0,Rainy,Autumn
11/15/2022,913006,Bell Pepper Red,Vegetables/Herbs,North,99,99,132,801.54,0.32143,771.04,0,Rainy,Autumn
11/15/2022,913006,Bell Pepper Red,Vegetables/Herbs,South,115,196,289,801.54,0.29303,793.19,0,Rainy,Autumn
11/15/2022,913006,Bell Pepper Red,Vegetables/Herbs,West,59,59,114,801.54,0.2805,781.87,0,Sunny,Autumn
11/15/2022,913006,Bell Pepper Red,Vegetables/Herbs,East,63,94,183,801.54,0.17628,865.11,0,Rainy,Autumn
11/15/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,North,42,62,27,954.74,0.17407,904.33,0,Rainy,Autumn
11/15/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,South,33,46,100,954.74,0.20721,952.05,0,Rainy,Autumn
11/15/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,West,58,85,88,954.74,0.37534,1087.39,0,Snowy,Autumn
11/15/2022,913007,Bell Pepper Yellow,Vegetables/Herbs,East,77,94,180,954.74,0.20084,1057.95,0,Sunny,Autumn
11/15/2022,941067,Thalapath Small,Seafood,North,4,4,99,2445.18,0.31905,2380.38,0,Rainy,Autumn
11/15/2022,941067,Thalapath Small,Seafood,South,2,2,31,2445.18,0.26862,2096.32,0,Rainy,Autumn
11/15/2022,941067,Thalapath Small,Seafood,West,37,40,47,2445.18,0.31102,2650.76,0,Rainy,Autumn
11/15/2022,941067,Thalapath Small,Seafood,East,32,32,22,2445.18,0.28089,2168.51,0,Rainy,Autumn
11/16/2022,916002,Ambarella,Fruits,North,115,208,249,591.21,0.25361,557.48,0,Rainy,Autumn
11/16/2022,916002,Ambarella,Fruits,South,70,114,133,591.21,0.397,559.89,0,Rainy,Autumn
11/16/2022,916002,Ambarella,Fruits,West,68,110,57,591.21,0.22923,642.43,0,Rainy,Autumn
11/16/2022,916002,Ambarella,Fruits,East,85,85,156,591.21,0.37605,513.35,0,Rainy,Autumn
11/16/2022,914000,Ash Plantains,Vegetables/Herbs,North,128,128,300,161.95,0.32794,183.41,0,Snowy,Autumn
11/16/2022,914000,Ash Plantains,Vegetables/Herbs,South,95,95,157,161.95,0.21053,139.26,0,Rainy,Autumn
11/16/2022,914000,Ash Plantains,Vegetables/Herbs,West,104,104,169,161.95,0.34747,147.88,0,Rainy,Autumn
11/16/2022,914000,Ash Plantains,Vegetables/Herbs,East,78,78,38,161.95,0.1789,156.13,0,Cloudy,Autumn
11/16/2022,915001,Baby Potatoes,Vegetables/Herbs,North,18,24,19,748.69,0.30816,773.97,0,Rainy,Autumn
11/16/2022,915001,Baby Potatoes,Vegetables/Herbs,South,88,125,196,748.69,0.37291,742.63,0,Sunny,Autumn
11/16/2022,915001,Baby Potatoes,Vegetables/Herbs,West,41,41,27,748.69,0.39271,787.72,0,Cloudy,Autumn
11/16/2022,915001,Baby Potatoes,Vegetables/Herbs,East,43,46,42,748.69,0.25824,683.06,0,Rainy,Autumn
11/16/2022,912113,Basil Leaves 50g,Vegetables/Herbs,North,34,44,120,102.4,0.18557,98.18,0,Rainy,Autumn
11/16/2022,912113,Basil Leaves 50g,Vegetables/Herbs,South,29,31,30,102.4,0.37145,111.15,0,Rainy,Autumn
11/16/2022,912113,Basil Leaves 50g,Vegetables/Herbs,West,32,37,52,102.4,0.37948,87.25,0,Rainy,Autumn
11/16/2022,912113,Basil Leaves 50g,Vegetables/Herbs,East,30,58,137,102.4,0.30751,96.98,0,Rainy,Autumn
11/16/2022,914004,Batana,Vegetables/Herbs,North,55,99,140,403.09,0.29791,353.99,0,Cloudy,Autumn
11/16/2022,914004,Batana,Vegetables/Herbs,South,33,33,141,403.09,0.39415,429.7,0,Sunny,Autumn
