Date,Product_ID,Category,Region,Units_Sold,Units_Ordered,Inventory_Level,Price,Discount,Competitor_Pricing,Holiday/Promotion,Weather_Condition,Seasonality
12/13/2022,70020,Clothing,East,65,129,239,56.266,27.416000000000004,56.306,1,Snowy,Spring
12/13/2022,70021,Toys,East,107,125,197,53.71,31.388,54.958000000000006,1,Sunny,Spring
12/13/2023,70001,Groceries,North,187,94,342,58.82000000000001,12.874,61.028,1,Snowy,Summer
12/13/2023,70003,Toys,South,183,97,331,58.3,15.922,58.514,1,Cloudy,Winter
12/13/2023,70004,Toys,West,98,124,213,56.356,19.878,56.49,1,Cloudy,Spring
12/13/2023,70005,Toys,North,103,138,322,55.01800000000001,29.426,55.622,1,Cloudy,Autumn
12/13/2023,70006,Electronics,East,157,132,303,56.84,19.166,57.834,1,Rainy,Autumn
12/13/2023,70007,Groceries,South,116,103,277,55.146,27.58,55.58,1,Rainy,Summer
12/13/2023,70008,Furniture,East,122,94,245,55.666,26.03,55.716,1,Sunny,Autumn
12/13/2023,70009,Clothing,North,149,113,203,54.634,29.406,56.02,1,Rainy,Autumn
12/13/2023,70010,Electronics,West,160,103,332,55.85,25.87,56.758,1,Cloudy,Summer
12/13/2023,70011,Toys,South,296,108,368,54.26800000000001,28.312,53.956,1,Cloudy,Autumn
12/13/2023,70012,Furniture,South,71,105,171,56.658,31.192,57.92999999999999,1,Snowy,Summer
12/13/2023,70013,Clothing,West,123,102,259,53.78,35.672000000000004,54.252,1,Snowy,Winter
12/13/2023,70014,Toys,South,198,88,287,57.228,19.934,58.648,1,Cloudy,Winter
12/13/2023,70015,Clothing,West,128,111,256,59.764,13.464000000000002,58.564,1,Snowy,Spring
12/13/2023,70016,Clothing,North,130,98,207,55.40599999999999,24.694,56.274,1,Cloudy,Autumn
12/13/2023,70017,Electronics,North,219,121,333,55.172,32.184,57.068,1,Sunny,Spring
12/13/2023,70018,Toys,West,115,104,308,56.074,23.132,56.342,1,Sunny,Summer
12/13/2023,70019,Clothing,South,154,84,326,53.98199999999999,33.79,54.318000000000005,1,Rainy,Summer
12/13/2023,70020,Clothing,East,80,114,223,54.516,28.5,54.818,1,Cloudy,Winter
12/13/2023,70021,Toys,East,157,101,329,53.754,30.966,54.106,1,Cloudy,Autumn
12/14/2022,70001,Groceries,North,124,117,240,56.596,17.65,56.92999999999999,0,Cloudy,Summer
12/14/2022,70003,Toys,South,156,115,309,53.508,30.762,53.81,1,Snowy,Autumn
12/14/2022,70004,Toys,West,183,103,289,54.652,22.036,54.25,1,Snowy,Spring
12/14/2022,70005,Toys,North,157,96,325,57.676,19.962,59.522000000000006,1,Cloudy,Autumn
12/14/2022,70006,Electronics,East,113,163,279,54.706,25.796,55.620000000000005,1,Cloudy,Spring
12/14/2022,70007,Groceries,South,162,119,245,53.392,34.878,55.246,1,Snowy,Autumn
12/14/2022,70008,Furniture,East,84,103,308,53.964,34.152,55.784000000000006,1,Cloudy,Winter
12/14/2022,70009,Clothing,North,69,128,253,55.786,27.85,54.3,1,Cloudy,Summer
12/14/2022,70010,Electronics,West,218,114,326,55.766,28.468,57.066,1,Cloudy,Summer
12/14/2022,70011,Toys,South,147,86,286,56.764,18.71,57.034000000000006,1,Snowy,Winter
12/14/2022,70012,Furniture,South,238,113,371,57.158,22.216,58.084,1,Sunny,Autumn
12/14/2022,70013,Clothing,West,155,156,292,52.71,35.22,53.136,1,Snowy,Autumn
12/14/2022,70014,Toys,South,150,63,272,53.962,28.196,55.010000000000005,1,Sunny,Autumn
12/14/2022,70015,Clothing,West,213,87,362,55.778,30.328,56.264,1,Sunny,Spring
12/14/2022,70016,Clothing,North,101,81,239,55.784000000000006,24.214,57.134,0,Cloudy,Summer
12/14/2022,70017,Electronics,North,199,93,283,55.15,32.08,57.16799999999999,1,Rainy,Autumn
12/14/2022,70018,Toys,West,141,80,246,55.304,27.556,56.002,1,Rainy,Summer
12/14/2022,70019,Clothing,South,115,88,209,54.726,30.702,55.188,1,Rainy,Summer
12/14/2022,70020,Clothing,East,154,131,213,55.104,29.124,56.174,1,Rainy,Spring
12/14/2022,70021,Toys,East,50,94,242,55.364,27.414,56.392,1,Sunny,Winter
12/14/2023,70001,Groceries,North,145,112,260,52.698,28.922000000000004,52.242,1,Sunny,Autumn
12/14/2023,70003,Toys,South,156,73,316,54.184000000000005,28.794,54.226,1,Rainy,Autumn
12/14/2023,70004,Toys,West,85,134,146,53.54,28.256,55.596,1,Rainy,Autumn
12/14/2023,70005,Toys,North,115,96,141,54.684000000000005,28.736,56.55800000000001,1,Snowy,Autumn
12/14/2023,70006,Electronics,East,161,113,298,56.470000000000006,24.678,56.206,1,Snowy,Autumn
12/14/2023,70007,Groceries,South,143,64,434,55.94199999999999,24.736,57.36,0,Snowy,Winter
12/14/2023,70008,Furniture,East,163,114,240,54.4,31.956,55.742,1,Cloudy,Winter
12/14/2023,70009,Clothing,North,96,45,346,57.892,22.818,58.53,1,Rainy,Spring
12/14/2023,70010,Electronics,West,235,115,354,54.996,37.036,54.778,1,Snowy,Winter
12/14/2023,70011,Toys,South,202,122,368,54.688,29.826,53.388,1,Cloudy,Autumn
12/14/2023,70012,Furniture,South,252,124,304,54.60799999999999,31.976,54.14,1,Rainy,Winter
12/14/2023,70013,Clothing,West,173,102,352,54.89,27.786,56.876,1,Snowy,Summer
12/14/2023,70014,Toys,South,166,97,272,58.792,17.404,57.42999999999999,1,Sunny,Winter
12/14/2023,70015,Clothing,West,192,132,307,53.484,35.878,55.678,1,Cloudy,Winter
12/14/2023,70016,Clothing,North,121,147,285,54.724,24.788,56.48,0,Cloudy,Autumn
12/14/2023,70017,Electronics,North,192,113,302,55.488,23.25,57.098,1,Cloudy,Autumn
12/14/2023,70018,Toys,West,167,66,329,51.536,36.324,51.778,1,Snowy,Spring
12/14/2023,70019,Clothing,South,122,117,178,56.214,27.39,56.742,1,Cloudy,Spring
12/14/2023,70020,Clothing,East,103,127,305,54.008,33.918,52.366,1,Cloudy,Autumn
12/14/2023,70021,Toys,East,98,114,212,58.202,19.378,58.154,1,Sunny,Winter
12/15/2022,70001,Groceries,North,97,102,170,53.352,31.764,52.628,1,Rainy,Spring
12/15/2022,70003,Toys,South,100,113,181,54.83,24.458,54.898,1,Rainy,Autumn
12/15/2022,70004,Toys,West,136,127,310,52.74400000000001,35.128,55.122,1,Rainy,Summer
12/15/2022,70005,Toys,North,99,87,256,56.568,24.424,56.69199999999999,1,Rainy,Summer
12/15/2022,70006,Electronics,East,215,149,327,55.69,29.456,55.14399999999999,1,Cloudy,Summer
12/15/2022,70007,Groceries,South,144,107,268,54.922,26.22,55.644000000000005,1,Cloudy,Autumn
12/15/2022,70008,Furniture,East,202,139,313,57.978,17.044,58.732000000000006,1,Sunny,Autumn
12/15/2022,70009,Clothing,North,112,101,194,55.04600000000001,26.360000000000003,55.784000000000006,1,Cloudy,Autumn
12/15/2022,70010,Electronics,West,239,125,353,56.292,25.426,58.88399999999999,1,Snowy,Autumn
12/15/2022,70011,Toys,South,52,84,244,56.632000000000005,24.17,57.592000000000006,1,Snowy,Summer
12/15/2022,70012,Furniture,South,116,87,325,58.318,22.028,59.66,1,Sunny,Autumn
12/15/2022,70013,Clothing,West,103,148,265,55.52,23.186,56.49400000000001,1,Snowy,Autumn
12/15/2022,70014,Toys,South,195,143,362,56.684000000000005,26.360000000000003,57.188,1,Snowy,Winter
12/15/2022,70015,Clothing,West,151,107,279,56.586,26.268,57.416,1,Snowy,Winter
12/15/2022,70016,Clothing,North,147,126,307,53.734,33.742000000000004,55.1,1,Rainy,Autumn
12/15/2022,70017,Electronics,North,180,116,297,56.498000000000005,23.816,55.236,0,Sunny,Summer
12/15/2022,70018,Toys,West,128,98,227,56.236,18.786,58.024,1,Snowy,Spring
12/15/2022,70019,Clothing,South,126,116,329,55.382000000000005,27.024,56.17,1,Cloudy,Spring
12/15/2022,70020,Clothing,East,133,150,290,54.944,29.602,54.966,1,Cloudy,Summer
12/15/2022,70021,Toys,East,70,99,211,53.28,32.212,53.564,1,Sunny,Spring
12/15/2023,70001,Groceries,North,131,127,287,57.158,15.69,60.148,0,Rainy,Spring
12/15/2023,70003,Toys,South,172,118,258,56.606,22.02,59.716,1,Rainy,Winter
12/15/2023,70004,Toys,West,85,105,151,53.424,31.862,53.002,1,Cloudy,Autumn
12/15/2023,70005,Toys,North,124,120,294,55.892,25.28,56.872,1,Sunny,Autumn
12/15/2023,70006,Electronics,East,167,96,372,53.94199999999999,32.230000000000004,54.262,1,Cloudy,Spring
12/15/2023,70007,Groceries,South,92,150,206,56.542,19.1,57.04,1,Cloudy,Autumn
12/15/2023,70008,Furniture,East,155,78,299,56.45,22.284,56.332,1,Cloudy,Autumn
12/15/2023,70009,Clothing,North,99,57,287,52.392,37.760000000000005,52.83,1,Snowy,Summer
12/15/2023,70010,Electronics,West,153,97,240,55.022000000000006,25.84,55.414,1,Rainy,Spring
12/15/2023,70011,Toys,South,85,139,214,54.96,28.95,56.238,1,Cloudy,Summer
12/15/2023,70012,Furniture,South,109,95,188,54.55,31.303999999999995,54.188,1,Cloudy,Spring
12/15/2023,70013,Clothing,West,193,123,330,51.834,40.616,52.63199999999999,1,Rainy,Winter
12/15/2023,70014,Toys,South,160,137,263,52.938,34.752,52.80800000000001,1,Cloudy,Spring
12/15/2023,70015,Clothing,West,201,64,321,55.812,30.565999999999995,56.0,1,Sunny,Winter
12/15/2023,70016,Clothing,North,134,93,326,55.668000000000006,27.614,56.138,1,Cloudy,Autumn
12/15/2023,70017,Electronics,North,191,137,288,53.726,29.116000000000003,54.136,1,Sunny,Summer
12/15/2023,70018,Toys,West,46,126,245,56.01800000000001,23.964,57.81,1,Rainy,Winter
12/15/2023,70019,Clothing,South,147,133,336,56.42,22.638,57.45799999999999,1,Snowy,Spring
12/15/2023,70020,Clothing,East,181,106,373,53.54600000000001,33.342,52.67999999999999,1,Snowy,Autumn
12/15/2023,70021,Toys,East,188,144,286,54.970000000000006,28.184000000000005,56.562,1,Snowy,Spring
12/16/2022,70001,Groceries,North,228,120,335,54.386,26.964,54.55,1,Sunny,Autumn
12/16/2022,70003,Toys,South,161,118,289,54.774,31.410000000000004,57.736,1,Cloudy,Summer
12/16/2022,70004,Toys,West,166,125,248,58.028,19.524,57.904,1,Cloudy,Winter
12/16/2022,70005,Toys,North,141,113,284,54.762,26.704,54.736,1,Rainy,Spring
12/16/2022,70006,Electronics,East,270,123,378,54.378,29.79,55.118,1,Snowy,Autumn
12/16/2022,70007,Groceries,South,130,82,295,53.522000000000006,31.012,54.004,1,Rainy,Spring
12/16/2022,70008,Furniture,East,164,109,257,56.074,23.058,57.708000000000006,1,Cloudy,Autumn
12/16/2022,70009,Clothing,North,83,113,263,54.098,34.658,55.476,1,Rainy,Autumn
12/16/2022,70010,Electronics,West,143,105,260,55.448,29.01,57.782,1,Sunny,Summer
12/16/2022,70011,Toys,South,113,62,246,55.348,25.52,56.510000000000005,1,Snowy,Spring
12/16/2022,70012,Furniture,South,137,68,220,57.154,32.3,56.664,1,Cloudy,Autumn
12/16/2022,70013,Clothing,West,136,104,236,55.038,28.306,55.038,1,Cloudy,Summer
12/16/2022,70014,Toys,South,215,119,371,55.034000000000006,29.904,56.52,1,Sunny,Winter
12/16/2022,70015,Clothing,West,149,121,333,55.328,29.944,55.528,1,Rainy,Summer
12/16/2022,70016,Clothing,North,96,95,199,56.638,21.412,57.516,1,Cloudy,Spring
12/16/2022,70017,Electronics,North,85,83,241,57.206,19.926,56.85,1,Sunny,Autumn
12/16/2022,70018,Toys,West,195,121,344,56.108,17.613999999999997,57.976,1,Snowy,Spring
12/16/2022,70019,Clothing,South,167,97,355,55.664,24.18,55.246,1,Snowy,Spring
12/16/2022,70020,Clothing,East,178,100,292,55.59400000000001,27.29,56.348,1,Rainy,Spring
12/16/2022,70021,Toys,East,76,116,250,57.214,22.848000000000003,59.112,1,Cloudy,Spring
12/16/2023,70001,Groceries,North,74,150,251,55.572,29.348000000000003,56.342,1,Cloudy,Autumn
12/16/2023,70003,Toys,South,115,144,278,55.25,24.508000000000003,56.336,1,Sunny,Autumn
12/16/2023,70004,Toys,West,131,44,272,53.772000000000006,33.03,55.976,1,Snowy,Summer
12/16/2023,70005,Toys,North,82,107,198,55.370000000000005,28.024,54.99,1,Cloudy,Autumn
12/16/2023,70006,Electronics,East,138,118,192,54.888,30.562,55.342,1,Cloudy,Summer
12/16/2023,70007,Groceries,South,168,53,213,56.608,23.594,58.078,1,Rainy,Summer
12/16/2023,70008,Furniture,East,164,124,292,55.252,27.964,55.864,1,Snowy,Summer
12/16/2023,70009,Clothing,North,170,124,355,55.014,32.20399999999999,57.056,1,Cloudy,Autumn
12/16/2023,70010,Electronics,West,137,92,318,56.648,22.94,57.884,1,Sunny,Autumn
12/16/2023,70011,Toys,South,90,135,263,54.772000000000006,25.628,56.428,1,Cloudy,Autumn
12/16/2023,70012,Furniture,South,221,134,404,55.67,28.496,58.492,1,Rainy,Spring
12/16/2023,70013,Clothing,West,152,88,218,53.984,26.184000000000005,53.98,1,Rainy,Autumn
12/16/2023,70014,Toys,South,148,107,292,55.370000000000005,24.882,58.07000000000001,1,Cloudy,Autumn
12/16/2023,70015,Clothing,West,115,91,266,55.79,30.572000000000003,55.95,1,Rainy,Autumn
12/16/2023,70016,Clothing,North,179,99,296,56.842,21.822000000000003,58.426,1,Rainy,Spring
12/16/2023,70017,Electronics,North,180,114,272,53.224,27.564,52.316,1,Sunny,Spring
12/16/2023,70018,Toys,West,51,103,288,54.412,22.002,57.17,0,Snowy,Autumn
12/16/2023,70019,Clothing,South,162,121,251,54.408,28.17,55.736,1,Snowy,Autumn
12/16/2023,70020,Clothing,East,60,109,312,53.684000000000005,37.358,55.082,1,Cloudy,Winter
12/16/2023,70021,Toys,East,157,84,254,53.52,29.248,55.586,1,Cloudy,Summer
12/17/2022,70001,Groceries,North,201,124,313,54.922,26.984,55.446000000000005,1,Cloudy,Spring
12/17/2022,70003,Toys,South,78,111,200,55.324,28.6,55.814,1,Cloudy,Autumn
12/17/2022,70004,Toys,West,116,107,241,55.120000000000005,20.8,55.174,1,Snowy,Spring
12/17/2022,70005,Toys,North,163,104,226,54.446000000000005,24.074,54.938,1,Sunny,Spring
12/17/2022,70006,Electronics,East,59,99,213,57.50599999999999,20.52,58.2,1,Rainy,Autumn
12/17/2022,70007,Groceries,South,89,142,171,55.56,24.468,57.514,1,Cloudy,Winter
12/17/2022,70008,Furniture,East,83,98,277,55.354,25.082,57.848,1,Rainy,Autumn
12/17/2022,70009,Clothing,North,102,132,261,56.554,24.676,55.976,1,Sunny,Spring
12/17/2022,70010,Electronics,West,237,95,332,55.916,32.062,56.588,1,Rainy,Winter
12/17/2022,70011,Toys,South,23,121,184,56.260000000000005,22.678,57.754,1,Snowy,Summer
12/17/2022,70012,Furniture,South,140,133,347,55.932,30.386000000000003,56.718,1,Sunny,Autumn
12/17/2022,70013,Clothing,West,151,134,275,54.874,30.858,55.45,1,Rainy,Summer
12/17/2022,70014,Toys,South,70,106,278,53.144000000000005,32.944,54.154,1,Rainy,Autumn
12/17/2022,70015,Clothing,West,130,137,302,57.314,25.052,57.428,1,Cloudy,Autumn
12/17/2022,70016,Clothing,North,151,144,294,54.802,27.48,58.024,1,Rainy,Autumn
12/17/2022,70017,Electronics,North,41,88,213,55.896,24.642000000000003,56.278,1,Sunny,Autumn
12/17/2022,70018,Toys,West,145,111,332,55.572,23.17,54.306,1,Sunny,Summer
12/17/2022,70019,Clothing,South,142,150,261,53.948,30.666000000000004,54.05800000000001,1,Cloudy,Summer
12/17/2022,70020,Clothing,East,140,93,223,56.742,20.996,57.908,0,Sunny,Autumn
12/17/2022,70021,Toys,East,152,106,332,54.58,32.976,56.536,1,Rainy,Spring
12/17/2023,70001,Groceries,North,126,141,313,54.516,28.764,53.27,1,Snowy,Winter
12/17/2023,70003,Toys,South,109,85,203,53.952,32.164,56.328,1,Sunny,Summer
12/17/2023,70004,Toys,West,176,94,326,53.234,31.512,55.474,1,Cloudy,Autumn
12/17/2023,70005,Toys,North,109,154,302,55.35799999999999,26.158,55.112,1,Snowy,Summer
12/17/2023,70006,Electronics,East,164,70,267,55.6,20.692,58.532,1,Cloudy,Spring
12/17/2023,70007,Groceries,South,71,79,236,52.574,35.652,51.088,1,Cloudy,Spring
12/17/2023,70008,Furniture,East,139,91,279,55.9,21.952,57.45,1,Cloudy,Autumn
12/17/2023,70009,Clothing,North,141,97,237,55.13199999999999,25.676,55.062,1,Rainy,Autumn
12/17/2023,70010,Electronics,West,206,132,404,57.39,25.232,58.866,1,Cloudy,Autumn
12/17/2023,70011,Toys,South,61,74,178,57.324,20.178,58.42999999999999,1,Sunny,Summer
12/17/2023,70012,Furniture,South,72,145,216,55.848,33.732,56.396,1,Cloudy,Summer
12/17/2023,70013,Clothing,West,90,91,326,53.05,33.39,54.258,1,Cloudy,Summer
12/17/2023,70014,Toys,South,127,87,228,53.754,35.84,54.79,1,Sunny,Summer
12/17/2023,70015,Clothing,West,140,176,216,52.946000000000005,38.13,53.044,1,Sunny,Autumn
12/17/2023,70016,Clothing,North,235,135,359,54.146,28.616,54.50599999999999,1,Cloudy,Autumn
12/17/2023,70017,Electronics,North,130,69,339,57.018,20.46,59.91,1,Sunny,Autumn
12/17/2023,70018,Toys,West,177,113,229,54.20399999999999,25.812,53.234,1,Rainy,Autumn
12/17/2023,70019,Clothing,South,148,107,257,55.012,27.418,53.982000000000006,1,Cloudy,Autumn
12/17/2023,70020,Clothing,East,273,104,408,55.02,30.198,54.95,1,Snowy,Autumn
12/17/2023,70021,Toys,East,232,125,314,55.384,29.494,55.606,1,Rainy,Autumn
12/18/2022,70001,Groceries,North,220,111,345,54.44199999999999,20.380000000000003,55.582,1,Cloudy,Autumn
12/18/2022,70003,Toys,South,172,105,278,55.266,22.658,55.966,1,Cloudy,Summer
12/18/2022,70004,Toys,West,145,107,275,53.838,27.312,56.022000000000006,1,Sunny,Autumn
12/18/2022,70005,Toys,North,174,124,279,55.6,29.426,54.752,1,Sunny,Summer
12/18/2022,70006,Electronics,East,184,131,274,53.74400000000001,36.466,54.894000000000005,1,Snowy,Spring
12/18/2022,70007,Groceries,South,115,84,236,54.926,26.502,54.598,1,Rainy,Spring
12/18/2022,70008,Furniture,East,185,88,241,55.086,31.458,54.02,1,Sunny,Autumn
12/18/2022,70009,Clothing,North,112,150,271,56.63,24.488,57.716,1,Sunny,Spring
12/18/2022,70010,Electronics,West,203,67,299,55.368,29.660000000000004,55.924,1,Snowy,Winter
12/18/2022,70011,Toys,South,97,67,279,53.8,30.39,53.888,1,Snowy,Spring
12/18/2022,70012,Furniture,South,80,98,232,55.824,32.878,55.534000000000006,1,Sunny,Winter
12/18/2022,70013,Clothing,West,121,86,193,55.29600000000001,28.718,55.898,1,Rainy,Winter
12/18/2022,70014,Toys,South,146,87,280,54.19,26.794,55.322,1,Cloudy,Summer
12/18/2022,70015,Clothing,West,203,109,376,56.83,22.738,58.226,1,Rainy,Autumn
12/18/2022,70016,Clothing,North,135,91,240,54.29,32.644,55.194,1,Rainy,Winter
12/18/2022,70017,Electronics,North,94,135,284,53.92,34.668,54.2,1,Cloudy,Spring
12/18/2022,70018,Toys,West,95,141,209,55.168000000000006,24.444,56.90599999999999,1,Snowy,Summer
12/18/2022,70019,Clothing,South,108,107,170,54.83,29.48,55.826,1,Sunny,Spring
12/18/2022,70020,Clothing,East,150,109,190,54.284000000000006,31.758000000000003,55.532,1,Cloudy,Autumn
12/18/2022,70021,Toys,East,78,121,233,56.894000000000005,23.062,57.802,1,Rainy,Winter
12/18/2023,70001,Groceries,North,113,94,253,53.75,29.174,56.462,1,Cloudy,Autumn
12/18/2023,70003,Toys,South,153,120,195,54.968,28.372,54.25600000000001,1,Rainy,Spring
12/18/2023,70004,Toys,West,72,116,267,52.652,35.012,54.022000000000006,1,Cloudy,Autumn
12/18/2023,70005,Toys,North,203,120,356,55.11,25.388,56.792,1,Rainy,Summer
12/18/2023,70006,Electronics,East,215,106,305,54.762,28.14,54.202,1,Sunny,Spring
12/18/2023,70007,Groceries,South,91,91,290,52.79,28.42,53.07000000000001,1,Rainy,Spring
12/18/2023,70008,Furniture,East,83,119,279,57.194,19.952,59.074,1,Snowy,Autumn
12/18/2023,70009,Clothing,North,165,132,359,55.864,28.268,57.3,1,Cloudy,Winter
12/18/2023,70010,Electronics,West,155,128,345,55.346,27.776,55.028,1,Rainy,Spring
12/18/2023,70011,Toys,South,200,99,302,55.234,24.386000000000003,57.584,1,Sunny,Spring
12/18/2023,70012,Furniture,South,145,122,309,56.77,30.316000000000003,57.016,1,Rainy,Autumn
12/18/2023,70013,Clothing,West,89,114,170,54.922,24.024,54.760000000000005,1,Cloudy,Autumn
12/18/2023,70014,Toys,South,143,105,382,57.252,16.77,57.236,1,Rainy,Winter
12/18/2023,70015,Clothing,West,107,155,318,57.46,22.026,56.61800000000001,1,Cloudy,Spring
12/18/2023,70016,Clothing,North,125,127,286,53.464,32.136,54.07000000000001,1,Snowy,Autumn
12/18/2023,70017,Electronics,North,121,100,284,55.606,21.906,57.764,1,Cloudy,Autumn
12/18/2023,70018,Toys,West,144,104,264,59.752,10.314,59.27,0,Rainy,Winter
12/18/2023,70019,Clothing,South,146,133,289,54.298,32.788,53.758,1,Cloudy,Autumn
12/18/2023,70020,Clothing,East,128,92,231,55.63,26.508000000000003,54.436,1,Cloudy,Autumn
12/18/2023,70021,Toys,East,67,96,269,55.086,27.512,54.902,1,Rainy,Autumn
12/19/2022,70001,Groceries,North,87,75,258,56.354,20.948,56.202,1,Cloudy,Spring
12/19/2022,70003,Toys,South,87,117,282,55.35,24.084,55.534000000000006,1,Rainy,Autumn
12/19/2022,70004,Toys,West,82,73,246,55.078,26.502,55.498000000000005,1,Snowy,Autumn
12/19/2022,70005,Toys,North,131,109,194,54.542,31.03,54.936,1,Rainy,Summer
12/19/2022,70006,Electronics,East,141,77,332,54.974,26.978,55.39,1,Sunny,Summer
12/19/2022,70007,Groceries,South,110,104,316,54.534000000000006,26.902,55.21,1,Cloudy,Autumn
12/19/2022,70008,Furniture,East,151,92,305,54.604,30.046000000000003,54.302,1,Cloudy,Summer
12/19/2022,70009,Clothing,North,120,125,239,56.19199999999999,26.232,57.248000000000005,1,Cloudy,Spring
12/19/2022,70010,Electronics,West,172,147,320,53.752,32.988,54.996,1,Cloudy,Spring
12/19/2022,70011,Toys,South,108,154,365,56.134,24.946,55.924,1,Cloudy,Summer
12/19/2022,70012,Furniture,South,131,67,183,58.54600000000001,22.496,57.072,1,Cloudy,Autumn
12/19/2022,70013,Clothing,West,89,103,281,56.696000000000005,22.888,57.65599999999999,1,Snowy,Spring
12/19/2022,70014,Toys,South,191,74,309,55.374,28.778,57.434000000000005,1,Sunny,Winter
12/19/2022,70015,Clothing,West,133,103,307,54.842,35.338,54.49400000000001,1,Snowy,Autumn
12/19/2022,70016,Clothing,North,102,92,180,54.94199999999999,22.546,54.67999999999999,1,Snowy,Autumn
12/19/2022,70017,Electronics,North,143,135,257,53.042,36.010000000000005,54.5,1,Cloudy,Spring
12/19/2022,70018,Toys,West,173,67,383,54.79,27.206,54.806,1,Sunny,Summer
12/19/2022,70019,Clothing,South,100,83,198,54.436,30.432,54.79200000000001,1,Sunny,Summer
12/19/2022,70020,Clothing,East,151,88,250,55.414,27.934000000000005,55.194,1,Cloudy,Spring
12/19/2022,70021,Toys,East,256,97,375,55.0,26.946,55.312,1,Snowy,Summer
12/19/2023,70001,Groceries,North,138,112,297,55.42,25.516,57.05,1,Cloudy,Autumn
12/19/2023,70003,Toys,South,101,101,218,55.072,23.984,57.36,1,Cloudy,Autumn
12/19/2023,70004,Toys,West,84,68,194,55.134,22.398,57.46,1,Rainy,Spring
12/19/2023,70005,Toys,North,129,87,226,56.636,21.932,57.49,1,Snowy,Spring
12/19/2023,70006,Electronics,East,106,132,167,54.384,28.380000000000003,55.998000000000005,1,Cloudy,Winter
12/19/2023,70007,Groceries,South,106,111,303,53.172,33.254000000000005,54.016,1,Cloudy,Autumn
12/19/2023,70008,Furniture,East,85,125,191,55.718,21.554,56.658,1,Rainy,Spring
12/19/2023,70009,Clothing,North,83,169,326,53.034000000000006,34.61,52.864,1,Rainy,Autumn
12/19/2023,70010,Electronics,West,173,127,352,55.384,25.692,55.388,1,Snowy,Winter
12/19/2023,70011,Toys,South,63,131,287,55.298,30.29,54.158,1,Rainy,Autumn
12/19/2023,70012,Furniture,South,97,101,285,56.336,30.218,56.216,1,Rainy,Winter
12/19/2023,70013,Clothing,West,65,123,207,56.098,23.02,56.586,1,Sunny,Spring
12/19/2023,70014,Toys,South,109,91,400,54.044,32.596,53.536,1,Sunny,Autumn
12/19/2023,70015,Clothing,West,256,76,338,56.944,27.458,58.208000000000006,1,Sunny,Autumn
12/19/2023,70016,Clothing,North,143,125,268,54.922,28.964,55.138,1,Cloudy,Summer
12/19/2023,70017,Electronics,North,89,134,317,53.882000000000005,29.764,56.55800000000001,1,Sunny,Summer
12/19/2023,70018,Toys,West,112,111,238,55.772000000000006,22.130000000000003,57.116,1,Cloudy,Winter
12/19/2023,70019,Clothing,South,123,80,285,53.342,31.578,53.622,1,Cloudy,Winter
12/19/2023,70020,Clothing,East,129,111,230,53.522000000000006,32.846,54.576,1,Sunny,Autumn
12/19/2023,70021,Toys,East,161,104,237,54.886,24.124,55.728,1,Cloudy,Summer
12/2/2022,70001,Groceries,North,212,151,287,57.13199999999999,21.998,56.718,1,Cloudy,Summer
12/2/2022,70003,Toys,South,142,133,192,54.126,27.468,53.608,1,Cloudy,Spring
12/2/2022,70004,Toys,West,133,121,224,55.57000000000001,24.664,56.198,1,Cloudy,Autumn
12/2/2022,70005,Toys,North,200,61,337,56.624,23.674,58.4,1,Snowy,Spring
12/2/2022,70006,Electronics,East,204,97,316,56.924,21.992,57.702,1,Cloudy,Autumn
12/2/2022,70007,Groceries,South,79,126,148,54.882000000000005,30.090000000000003,56.59,1,Snowy,Autumn
12/2/2022,70008,Furniture,East,108,47,231,58.044,17.906,58.66,1,Rainy,Autumn
12/2/2022,70009,Clothing,North,116,59,255,55.878,27.338,54.6,1,Sunny,Spring
12/2/2022,70010,Electronics,West,162,120,237,54.314,32.286,54.408,1,Sunny,Winter
12/2/2022,70011,Toys,South,203,142,291,54.722,33.324,54.378,1,Cloudy,Summer
12/2/2022,70012,Furniture,South,124,126,289,55.584,29.158,57.078,1,Sunny,Summer
12/2/2022,70013,Clothing,West,180,96,262,53.69,28.806,56.356,1,Rainy,Summer
12/2/2022,70014,Toys,South,118,106,289,56.322,22.398,58.99,1,Cloudy,Winter
12/2/2022,70015,Clothing,West,199,70,370,57.17999999999999,20.828,59.374,1,Sunny,Summer
12/2/2022,70016,Clothing,North,85,76,202,55.132000000000005,27.892000000000003,56.514,1,Rainy,Winter
12/2/2022,70017,Electronics,North,138,115,298,53.874,34.292,55.446000000000005,1,Snowy,Spring
12/2/2022,70018,Toys,West,102,154,237,53.02,34.2,54.044,1,Rainy,Autumn
12/2/2022,70019,Clothing,South,88,64,172,56.182,21.722,56.99,1,Rainy,Spring
12/2/2022,70020,Clothing,East,168,131,303,55.886,26.294,57.984,1,Sunny,Spring
12/2/2022,70021,Toys,East,107,120,310,55.75,24.226,56.782,1,Sunny,Autumn
12/2/2023,70001,Groceries,North,95,130,235,56.53,20.132,57.99,1,Cloudy,Summer
12/2/2023,70003,Toys,South,73,102,201,54.64,24.630000000000003,55.958000000000006,1,Cloudy,Spring
12/2/2023,70004,Toys,West,153,147,229,56.036,22.994,56.384,1,Sunny,Spring
12/2/2023,70005,Toys,North,112,91,219,54.146,29.062,54.608,1,Snowy,Summer
